Wavenumbers,Wine_01_Cab_Rep1,Wine_01_Cab_Rep2,Wine_01_Cab_Rep3,Wine_02_Cab_Rep1,Wine_02_Cab_Rep2,Wine_02_Cab_Rep3,Wine_03_Cab_Rep1,Wine_03_Cab_Rep2,Wine_03_Cab_Rep3,Wine_04_Cab_Rep1,Wine_04_Cab_Rep2,Wine_04_Cab_Rep3,Wine_05_Cab_Rep1,Wine_05_Cab_Rep2,Wine_05_Cab_Rep3,Wine_06_Cab_Rep1,Wine_06_Cab_Rep2,Wine_06_Cab_Rep3,Wine_07_Cab_Rep1,Wine_07_Cab_Rep2,Wine_07_Cab_Rep3,Wine_08_Cab_Rep1,Wine_08_Cab_Rep2,Wine_08_Cab_Rep3,Wine_09_Cab_Rep1,Wine_09_Cab_Rep2,Wine_09_Cab_Rep3,Wine_10_Cab_Rep1,Wine_10_Cab_Rep2,Wine_10_Cab_Rep3,Wine_11_Cab_Rep1,Wine_11_Cab_Rep2,Wine_11_Cab_Rep3,Wine_12_Cab_Rep1,Wine_12_Cab_Rep2,Wine_12_Cab_Rep3,Wine_13_Syr_Rep1,Wine_13_Syr_Rep2,Wine_13_Syr_Rep3,Wine_14_Syr_Rep1,Wine_14_Syr_Rep2,Wine_14_Syr_Rep3,Wine_15_Syr_Rep1,Wine_15_Syr_Rep2,Wine_15_Syr_Rep3,Wine_16_Syr_Rep1,Wine_16_Syr_Rep2,Wine_16_Syr_Rep3,Wine_17_Syr_Rep1,Wine_17_Syr_Rep2,Wine_17_Syr_Rep3,Wine_18_Syr_Rep1,Wine_18_Syr_Rep2,Wine_18_Syr_Rep3,Wine_19_Syr_Rep1,Wine_19_Syr_Rep2,Wine_19_Syr_Rep3,Wine_20_Syr_Rep1,Wine_20_Syr_Rep2,Wine_20_Syr_Rep3,Wine_21_Syr_Rep1,Wine_21_Syr_Rep2,Wine_21_Syr_Rep3,Wine_22_Syr_Rep1,Wine_22_Syr_Rep2,Wine_22_Syr_Rep3,Wine_23_Syr_Rep1,Wine_23_Syr_Rep2,Wine_23_Syr_Rep3,Wine_24_Syr_Rep1,Wine_24_Syr_Rep2,Wine_24_Syr_Rep3,Wine_25_Cab_Rep1,Wine_25_Cab_Rep2,Wine_25_Cab_Rep3,Wine_26_Cab_Rep1,Wine_26_Cab_Rep2,Wine_26_Cab_Rep3,Wine_27_Cab_Rep1,Wine_27_Cab_Rep2,Wine_27_Cab_Rep3,Wine_28_Cab_Rep1,Wine_28_Cab_Rep2,Wine_28_Cab_Rep3,Wine_29_Cab_Rep1,Wine_29_Cab_Rep2,Wine_29_Cab_Rep3,Wine_30_Cab_Rep1,Wine_30_Cab_Rep2,Wine_30_Cab_Rep3,Wine_31_Cab_Rep1,Wine_31_Cab_Rep2,Wine_31_Cab_Rep3,Wine_32_Syr_Rep1,Wine_32_Syr_Rep2,Wine_32_Syr_Rep3,Wine_33_Syr_Rep1,Wine_33_Syr_Rep2,Wine_33_Syr_Rep3,Wine_34_Syr_Rep1,Wine_34_Syr_Rep2,Wine_34_Syr_Rep3,Wine_35_Syr_Rep1,Wine_35_Syr_Rep2,Wine_35_Syr_Rep3,Wine_36_Syr_Rep1,Wine_36_Syr_Rep2,Wine_36_Syr_Rep3,Wine_37_Syr_Rep1,Wine_37_Syr_Rep2,Wine_37_Syr_Rep3
1065.307,0.57002587,0.56953705,0.57172791,0.57107953,0.57266509,0.57284577,0.56432518,0.56286855,0.56168275,0.56319321,0.56297163,0.56371904,0.57636132,0.57595699,0.57599983,0.57207514,0.57037658,0.57133695,0.57050273,0.57370767,0.57173518,0.57531978,0.57502056,0.57609096,0.57456533,0.57459962,0.57413938,0.56768547,0.56782062,0.56886646,0.57323041,0.57221723,0.57304683,0.5704568,0.57013974,0.56945643,0.57122695,0.57161789,0.56965865,0.58852809,0.58661381,0.58830996,0.60398152,0.60323082,0.60307736,0.5666466,0.56684512,0.56558313,0.58193964,0.58159707,0.5802935,0.57229729,0.57374927,0.57385967,0.56835213,0.56913343,0.56898821,0.57034427,0.56937803,0.5704005,0.57028506,0.56908873,0.57005451,0.56579406,0.56487002,0.56596794,0.57117283,0.57153489,0.57136976,0.56962779,0.5707831,0.57043531,0.56185351,0.55824761,0.56181079,0.56594413,0.566387,0.56649631,0.57666002,0.57705325,0.5769203,0.56929861,0.56896785,0.5693132,0.56927057,0.57021185,0.56771835,0.57805607,0.57948993,0.57791453,0.58110726,0.5751247,0.5723881,0.56762106,0.56834443,0.57059586,0.57482661,0.57240866,0.5740337,0.5781019,0.57859349,0.57636531,0.58609703,0.58525406,0.58573111,0.57672425,0.5773315,0.57720567,0.57479174,0.57720247,0.57413753
1069.167,0.56729526,0.56656519,0.56875853,0.56866155,0.57009129,0.57037923,0.56129591,0.55975236,0.55847417,0.56056881,0.56039898,0.56094639,0.57353247,0.57296665,0.57316248,0.56920271,0.56772582,0.56869059,0.56788701,0.57078847,0.56895884,0.57274432,0.57244166,0.57376223,0.57200976,0.57190461,0.57132085,0.56543699,0.56554287,0.56649014,0.57068933,0.56948117,0.57065547,0.56755817,0.5673042,0.56664745,0.56862263,0.56915068,0.56707266,0.58499694,0.58290179,0.58480364,0.60086027,0.59999505,0.60008535,0.563907,0.56425739,0.56301342,0.57852439,0.57826263,0.57715659,0.56965205,0.57105616,0.57135948,0.56549981,0.56629394,0.56622319,0.56742825,0.56661375,0.56750315,0.56751679,0.5664108,0.56750747,0.56291174,0.56218259,0.56311963,0.56857288,0.56884025,0.56874635,0.56704814,0.5683525,0.56776828,0.55923881,0.55537282,0.55894936,0.56347248,0.56399363,0.56392048,0.57411523,0.57433304,0.57440003,0.56663523,0.56626387,0.56663029,0.56590489,0.5667197,0.56405218,0.57465178,0.57601835,0.57460402,0.57835081,0.57224507,0.56967694,0.56488127,0.56584638,0.5680466,0.57237617,0.56992425,0.57117292,0.5751719,0.57547998,0.57324338,0.58401736,0.58308898,0.58363396,0.57395085,0.57463827,0.5743816,0.57178701,0.57413962,0.57108551
1073.027,0.57779659,0.577245,0.57993565,0.58001125,0.58175224,0.58167047,0.57082382,0.56921326,0.56812983,0.57020109,0.57008132,0.57044246,0.58530575,0.58456681,0.58465042,0.58050199,0.57894884,0.57985823,0.57917675,0.58190468,0.57996058,0.58421933,0.58381261,0.58542659,0.58375622,0.58368177,0.58311362,0.57539027,0.57550794,0.57657424,0.58191321,0.58058031,0.58189598,0.57862619,0.57836314,0.57761419,0.57949558,0.58025094,0.57818819,0.59321522,0.59100387,0.59293175,0.61331779,0.61252115,0.61263381,0.57422704,0.57472712,0.57319669,0.58770844,0.58776907,0.58633983,0.58159257,0.58292936,0.58332774,0.57609724,0.57682213,0.57681897,0.5783474,0.5776406,0.57857452,0.57821702,0.57723727,0.57839921,0.57318208,0.57256137,0.5733046,0.57987195,0.58019469,0.58002529,0.57766821,0.57899031,0.57834967,0.56941454,0.56548295,0.56906698,0.57322752,0.5738339,0.5735154,0.58579593,0.58620381,0.58628324,0.57681058,0.57638412,0.57669961,0.57627588,0.57717585,0.57445768,0.58608392,0.58739644,0.58612312,0.58981924,0.58350734,0.58092338,0.57482164,0.57598521,0.57808294,0.58389021,0.58157858,0.58287617,0.58674072,0.58701742,0.58484776,0.59534425,0.59408303,0.59491089,0.5859292,0.5862174,0.58602639,0.58282182,0.58483974,0.58182535
1076.887,0.59877031,0.59888259,0.60179759,0.60240286,0.60442698,0.6039806,0.59055008,0.58877241,0.58771781,0.58955557,0.58934903,0.58957493,0.60817668,0.60750912,0.60724782,0.60283889,0.60097062,0.60186584,0.60122433,0.6039823,0.60200424,0.6066379,0.6058136,0.60795166,0.60692556,0.6069982,0.60620667,0.59509689,0.59507771,0.59631423,0.60359809,0.60237393,0.60329973,0.60018391,0.59989778,0.59878743,0.60112655,0.60194661,0.60005733,0.61149582,0.60899381,0.61096794,0.63760799,0.63739371,0.63720576,0.59477441,0.59534115,0.59347541,0.60747366,0.60744784,0.60565841,0.60461671,0.60591184,0.60629199,0.59692627,0.5976575,0.59750112,0.59983761,0.5991336,0.60000198,0.59950081,0.59840936,0.59959302,0.59416727,0.59326874,0.59394346,0.60177224,0.60209484,0.60188291,0.59855519,0.60000577,0.5993569,0.5894764,0.58571732,0.58930467,0.59260527,0.59303083,0.59282262,0.60867498,0.60929785,0.60927213,0.5969293,0.59660759,0.5968672,0.59724558,0.59818042,0.59539654,0.60920708,0.61074575,0.60948399,0.61179334,0.60536722,0.60279791,0.59477737,0.5957679,0.59756122,0.60639714,0.6042312,0.60578809,0.60973909,0.61007238,0.60794319,0.6161901,0.6150215,0.61605865,0.60889958,0.60871884,0.60868298,0.60433644,0.60610933,0.60286175
1080.747,0.62545911,0.62640453,0.62933829,0.63054546,0.63248901,0.63178842,0.61573449,0.61377952,0.61253779,0.61395505,0.61354476,0.61373248,0.63636882,0.63545981,0.6352555,0.63083924,0.62849755,0.62914827,0.62821581,0.63096303,0.62911956,0.63431647,0.63304754,0.63568369,0.63548915,0.63573155,0.63443304,0.61934058,0.61942421,0.62087701,0.62995728,0.62882761,0.62943481,0.62664049,0.62641056,0.62486359,0.62808786,0.62908454,0.62722034,0.6347179,0.63204406,0.63410441,0.66776573,0.66773218,0.66740823,0.62036851,0.62082045,0.61892368,0.63222741,0.63202069,0.63032132,0.63312646,0.6343794,0.6344126,0.62245388,0.62322679,0.62296778,0.62634611,0.62574816,0.62641596,0.62556769,0.62435194,0.62554606,0.62018513,0.61925931,0.61985294,0.62860625,0.6289299,0.62835839,0.62452478,0.62593746,0.62507785,0.61463881,0.61066752,0.61426732,0.61676204,0.61701999,0.61694094,0.63688332,0.63717291,0.63743399,0.62209562,0.62182432,0.62193011,0.6234158,0.62426731,0.62167673,0.63831242,0.63976916,0.63851002,0.63904168,0.63241459,0.6297794,0.6193273,0.62005564,0.62153646,0.63422707,0.63206706,0.63362043,0.6384771,0.63857423,0.63639636,0.64171105,0.64029514,0.64138948,0.63663636,0.63650567,0.63654455,0.63062069,0.63256255,0.62928452
1084.607,0.64500112,0.64631939,0.64984401,0.65097983,0.652684,0.65190332,0.63389615,0.63218685,0.63084047,0.63147613,0.63079973,0.63098872,0.65562747,0.65448339,0.65451914,0.65063558,0.64805658,0.64849839,0.64729646,0.64973042,0.6481166,0.65344617,0.65203164,0.6549934,0.65531541,0.65559947,0.65407013,0.63604094,0.63627545,0.63775596,0.64792876,0.64664371,0.64726496,0.64479878,0.64465401,0.6428074,0.64722002,0.64855407,0.64664571,0.6499027,0.64725338,0.6492745,0.68820596,0.68793469,0.68773456,0.63877056,0.63862374,0.6367207,0.64855623,0.64839212,0.64656652,0.65341906,0.65430583,0.6542451,0.63984258,0.64077208,0.64066898,0.64475925,0.64423567,0.64482914,0.64340786,0.64236384,0.64339435,0.63810608,0.63732435,0.6378726,0.64735472,0.6471366,0.64643956,0.64233451,0.6435947,0.64239683,0.6319644,0.62765595,0.63124061,0.63384557,0.63413696,0.63379939,0.65599081,0.65621621,0.65681768,0.63971421,0.63956487,0.63953397,0.64156149,0.64265588,0.64037404,0.65861389,0.66006665,0.65873023,0.65867358,0.65204993,0.64901216,0.63600975,0.63688049,0.63805379,0.65306511,0.65099797,0.65264602,0.65831746,0.65842025,0.65597317,0.65850626,0.65729423,0.65857888,0.65542962,0.65568723,0.65557286,0.64884439,0.65149535,0.64814834
1088.467,0.63815651,0.63931519,0.64322683,0.64386336,0.64515428,0.6447092,0.62729588,0.6257565,0.62427988,0.62454509,0.62397594,0.62434661,0.64629038,0.64553026,0.64519943,0.64302751,0.64045562,0.64101873,0.63970089,0.64177692,0.64056937,0.64483786,0.64356477,0.64667456,0.646778,0.64694132,0.64552595,0.6279809,0.62834906,0.62961072,0.63908158,0.63787661,0.63860468,0.63615214,0.6359201,0.63406706,0.63968632,0.64098799,0.63906979,0.64005084,0.63741836,0.63928545,0.67732218,0.67706236,0.677063,0.63151105,0.63118518,0.62927706,0.63880968,0.63877931,0.63697251,0.64520066,0.64596898,0.64609559,0.63153226,0.63243503,0.6323282,0.63656202,0.63601152,0.63663929,0.63491391,0.6338768,0.63491532,0.63017874,0.62944498,0.62993222,0.63867509,0.63811077,0.63769717,0.63397553,0.63503503,0.63363798,0.62360369,0.61916115,0.62275319,0.62636483,0.62699456,0.6264643,0.64691732,0.64739859,0.64780334,0.63172987,0.63151881,0.63160051,0.63356644,0.63486161,0.63243644,0.6501219,0.65169933,0.65026566,0.65093927,0.64457841,0.64127982,0.627822,0.62878012,0.62985782,0.64391705,0.6420033,0.6437365,0.64942208,0.64959569,0.64712638,0.64919485,0.64841571,0.64963211,0.64649719,0.64680488,0.64661007,0.64085596,0.6437585,0.64018961
1092.327,0.60268461,0.60301536,0.60659393,0.60662643,0.60778574,0.60759464,0.59384882,0.5921147,0.59066436,0.5915315,0.59121247,0.59150853,0.60741682,0.60708341,0.60647259,0.60654331,0.60416248,0.60480091,0.60358728,0.60537808,0.60451113,0.6073967,0.60651585,0.60886337,0.60824067,0.60837929,0.60709679,0.59386641,0.59413004,0.59521753,0.60261504,0.60127849,0.60191809,0.59927865,0.59913794,0.59763719,0.60328216,0.60436199,0.60246367,0.60510285,0.60273353,0.60422208,0.63445772,0.63411254,0.63409812,0.59688725,0.59681636,0.59513409,0.6028044,0.60290184,0.60131056,0.60697803,0.60778699,0.60819682,0.59600202,0.59675835,0.59662476,0.60034027,0.59966732,0.60034904,0.59887448,0.59778776,0.59881276,0.595087,0.59436494,0.59486978,0.6012354,0.60075816,0.60050185,0.59795483,0.59910471,0.59792574,0.5888004,0.58457159,0.58817496,0.59298983,0.59386743,0.59345193,0.60859721,0.6090065,0.60903153,0.59687614,0.59628993,0.59647512,0.59774045,0.59885593,0.59634341,0.61100076,0.61261622,0.61116705,0.61419399,0.60775065,0.60463465,0.59351812,0.59432188,0.59575358,0.60559567,0.60355999,0.60520936,0.61020805,0.6104845,0.60833561,0.61296968,0.61204536,0.61307928,0.60826109,0.60857674,0.60837598,0.60471709,0.60735097,0.6037986
1096.187,0.56010406,0.559398,0.56247445,0.56179617,0.56321211,0.56313207,0.55335624,0.55192609,0.55049802,0.55224125,0.55208231,0.55227246,0.56204548,0.56161201,0.56128488,0.56297014,0.56089272,0.56171365,0.56061432,0.5622431,0.56152903,0.5631448,0.56285134,0.56414619,0.56234314,0.56253732,0.56164355,0.55383237,0.55386884,0.55482483,0.55942165,0.55805724,0.55875672,0.55583626,0.55584904,0.55479849,0.55995733,0.56060737,0.5588057,0.56561167,0.56355876,0.56490874,0.58484536,0.58410749,0.5843031,0.55596301,0.55607682,0.55446821,0.56185704,0.56196261,0.56038921,0.5614947,0.56244782,0.5631866,0.55401306,0.55457558,0.55454307,0.55746327,0.55655439,0.55734722,0.55648887,0.55543774,0.55629416,0.55361087,0.55279116,0.55348327,0.5570799,0.55689537,0.55674093,0.5555006,0.55690291,0.55607549,0.54811053,0.54425809,0.54772193,0.55361501,0.55412576,0.55405636,0.5633766,0.5636662,0.56357996,0.55568138,0.55499081,0.55519005,0.55506943,0.55603937,0.55354975,0.56448758,0.56595953,0.56478775,0.57030325,0.56383697,0.56108195,0.55308265,0.55395739,0.5557451,0.56016649,0.55809828,0.55950056,0.56411825,0.56448603,0.56240112,0.57046528,0.56958289,0.57061711,0.562927,0.56353657,0.56297535,0.56185612,0.56420917,0.56074728
1100.047,0.52778036,0.52652973,0.52906278,0.52800524,0.52933419,0.52965315,0.52270853,0.52154612,0.52016577,0.52254685,0.52247955,0.52304196,0.52770922,0.52720167,0.52715292,0.52998251,0.52827601,0.52915996,0.5282109,0.5297318,0.52904478,0.52961981,0.52991797,0.53052934,0.52768747,0.52754583,0.52733094,0.52344964,0.52335527,0.52439505,0.52656731,0.52529993,0.52617441,0.52299833,0.52293133,0.5223455,0.52731737,0.5276436,0.52575889,0.53712297,0.53509919,0.53657888,0.54781364,0.5468952,0.547274,0.52505422,0.52545173,0.52379714,0.5317654,0.53171969,0.53035916,0.52706146,0.52828022,0.5288902,0.5222635,0.52265061,0.52269246,0.52480238,0.5239258,0.52476106,0.52437967,0.52346737,0.52423358,0.52223689,0.52152883,0.52233849,0.523538,0.52376899,0.52353246,0.52353483,0.52491688,0.52441484,0.51740338,0.51373036,0.51708684,0.52369825,0.52412963,0.52415785,0.52895269,0.52939129,0.52912043,0.52434726,0.52373478,0.52401773,0.52291716,0.52361785,0.52121428,0.52917845,0.53073628,0.52966032,0.53705855,0.53067387,0.52807366,0.52263613,0.52351726,0.52552497,0.52563504,0.52355274,0.52487685,0.5292867,0.52989835,0.52756679,0.53820333,0.53757382,0.53860275,0.52858531,0.52935067,0.52880016,0.5292359,0.53156895,0.52825337
1103.907,0.50788805,0.50642872,0.50858557,0.5075683,0.50881013,0.50937765,0.50423033,0.50299667,0.50177631,0.50447394,0.50433645,0.50508182,0.50634897,0.50610117,0.50614271,0.50975907,0.50834648,0.5091869,0.50825887,0.50972325,0.50904284,0.50905705,0.5096488,0.50998591,0.50646597,0.50623232,0.50614617,0.50444075,0.50447417,0.50543527,0.50660253,0.50527583,0.50625921,0.50297363,0.5025806,0.50221369,0.50751297,0.5077689,0.50558625,0.52027459,0.51855199,0.51960027,0.52539098,0.52439097,0.52463029,0.50640822,0.50663391,0.50526447,0.51351617,0.51334427,0.51217983,0.50589332,0.50731222,0.50770997,0.5028111,0.503196,0.50334669,0.50466791,0.50380033,0.50477776,0.50469889,0.50395954,0.50451647,0.50302407,0.50244701,0.50316031,0.50305515,0.50350026,0.50311101,0.50403788,0.50536758,0.50492491,0.49830328,0.49480811,0.49813434,0.50512402,0.50612087,0.50596864,0.50770851,0.5081826,0.50770716,0.50511434,0.50434492,0.50495313,0.50306082,0.50409576,0.5015276,0.5074643,0.50932125,0.5081597,0.51660671,0.51029505,0.50771587,0.50408517,0.50477939,0.50674407,0.50450972,0.50229249,0.50381331,0.50790102,0.5085001,0.50622906,0.51829569,0.51786078,0.51872153,0.50726288,0.50824266,0.50782894,0.50898627,0.51143565,0.50814505
1107.767,0.49703916,0.49534334,0.49745059,0.49649697,0.49777879,0.4982967,0.49427158,0.49295138,0.49170927,0.49434457,0.49429836,0.49495264,0.49449383,0.49439344,0.49450848,0.49859002,0.49729032,0.49826824,0.49709083,0.49848076,0.49789793,0.49758497,0.49840765,0.4985548,0.49451002,0.49451083,0.49444521,0.4936727,0.49366658,0.49464951,0.49561357,0.49413548,0.49532781,0.49196963,0.49148759,0.49119149,0.49663039,0.49691178,0.49470988,0.5103577,0.50893392,0.50968915,0.51295427,0.5116331,0.51193342,0.49619205,0.49621789,0.49496204,0.50307863,0.50299043,0.50173637,0.49399832,0.49567311,0.49599284,0.49202972,0.49253373,0.49267458,0.49362094,0.49274097,0.49374173,0.4938479,0.4932271,0.49366516,0.49253966,0.49184484,0.49256605,0.49183099,0.49221079,0.49173742,0.49314091,0.49451542,0.4941781,0.4875059,0.48407059,0.48728754,0.49474572,0.49584119,0.49581385,0.49579577,0.49621572,0.49577995,0.4944822,0.49357631,0.4943587,0.49213932,0.49362761,0.49067908,0.49545882,0.49738862,0.49628519,0.50524246,0.49881544,0.4963664,0.49354681,0.49410632,0.49618296,0.492866,0.49051228,0.49207391,0.49591973,0.49633093,0.49439314,0.50716741,0.50654034,0.50742414,0.49519313,0.49659958,0.49612732,0.49779663,0.5001251,0.49706721
1111.627,0.49115645,0.48924546,0.49138803,0.4905142,0.49156979,0.49233501,0.48895526,0.48768422,0.4863192,0.48864583,0.48865861,0.48946552,0.48827497,0.48800411,0.48826198,0.49262171,0.49129211,0.49242313,0.49092588,0.49220096,0.49178676,0.49135516,0.49229054,0.49211889,0.48800811,0.48792215,0.48801186,0.48744151,0.48735532,0.48836647,0.48964268,0.48807359,0.48945706,0.48598524,0.48566318,0.48546279,0.49085503,0.49121868,0.48899916,0.50373836,0.50252153,0.50317059,0.50575834,0.5041948,0.50456635,0.49026613,0.49057915,0.48918234,0.49672291,0.496667,0.4953428,0.48764751,0.48929526,0.48979926,0.48614339,0.48673659,0.48681105,0.48772518,0.48671447,0.4878225,0.48795266,0.48731852,0.48779221,0.48696019,0.48617394,0.48698895,0.48564675,0.4859277,0.48559979,0.4871537,0.48852039,0.48830013,0.48132932,0.47782907,0.48107745,0.48908723,0.48981738,0.49005087,0.48922996,0.48967797,0.48937289,0.48889228,0.48801405,0.48873137,0.48656775,0.48781489,0.48498371,0.48924791,0.49079693,0.48994589,0.49929794,0.49272579,0.49008689,0.48748777,0.48815957,0.49030154,0.48637244,0.48410992,0.4854059,0.48909531,0.48944714,0.48778171,0.5006851,0.50000182,0.5008995,0.48892828,0.49020815,0.48985909,0.49156912,0.49390291,0.49099278
1115.487,0.48721358,0.48539738,0.48738229,0.48689228,0.48778581,0.48869497,0.48565007,0.48443191,0.48309174,0.48494661,0.48503517,0.48586165,0.48446184,0.48404397,0.48427457,0.48881927,0.48732704,0.48853308,0.48707838,0.48824851,0.48778489,0.48757146,0.48832333,0.48806446,0.48413785,0.48387092,0.48398772,0.48325763,0.48334993,0.48415692,0.48589793,0.48428857,0.48581935,0.48227963,0.48205118,0.48194264,0.48760326,0.48792369,0.48566437,0.49861476,0.49778904,0.49829498,0.50050619,0.49917045,0.49942433,0.4864967,0.48697049,0.4856317,0.49222549,0.49205763,0.49085341,0.48399532,0.48566602,0.48615696,0.48270121,0.48310468,0.48328212,0.48412361,0.48302339,0.48418869,0.48438308,0.48373003,0.48412253,0.48382358,0.48301559,0.48388945,0.48192276,0.4822831,0.48199176,0.48344467,0.48482984,0.4846266,0.47730366,0.4737741,0.47715355,0.48517112,0.48624192,0.48646087,0.4851403,0.48569406,0.4853767,0.48564983,0.48476738,0.48550866,0.48301581,0.48398302,0.48151953,0.485356,0.48654677,0.48610534,0.49542663,0.48888839,0.4861752,0.48346575,0.48438822,0.48645156,0.48238852,0.48031947,0.48148823,0.48473277,0.48506647,0.48326557,0.49641832,0.49576608,0.49640694,0.48525144,0.48617017,0.48577473,0.48746843,0.4898844,0.4868286
1119.347,0.48355022,0.4819254,0.48374936,0.48392807,0.48475147,0.48557175,0.48260404,0.48145225,0.4801647,0.48175796,0.48195244,0.48259208,0.48070987,0.48042735,0.48057327,0.48507065,0.48363045,0.48481808,0.48354283,0.48455274,0.48414332,0.4838312,0.48469651,0.48433523,0.48056432,0.48033428,0.48048243,0.4797474,0.47983087,0.48061459,0.48239387,0.48085687,0.48228038,0.47901594,0.47890565,0.47874618,0.48458609,0.48499838,0.4827589,0.49425793,0.49350005,0.49399462,0.49513845,0.49398232,0.4941982,0.48321767,0.48353134,0.48225454,0.48811564,0.48777017,0.4866023,0.48101009,0.48259106,0.48297742,0.47958109,0.47982521,0.48009789,0.48080425,0.4799204,0.48084666,0.48110204,0.48042889,0.48070726,0.48116624,0.48029681,0.48120792,0.47873439,0.4791268,0.47870455,0.48001275,0.48144272,0.48122966,0.4740239,0.47049096,0.47376375,0.48167322,0.48316895,0.48317625,0.48147242,0.48194516,0.48166733,0.48264756,0.48170175,0.48250444,0.47956943,0.48056329,0.4780087,0.48153236,0.48305667,0.48254856,0.49145995,0.48517891,0.48251939,0.47991958,0.48088359,0.48297536,0.47927327,0.47707473,0.4784723,0.48066643,0.48123359,0.47914869,0.49230671,0.4915688,0.49217466,0.48139236,0.4822718,0.48182597,0.48386631,0.48611833,0.48301358
1123.207,0.47966114,0.47831022,0.4799566,0.48052052,0.48148719,0.48227326,0.47919936,0.47816457,0.47683497,0.47840803,0.47867953,0.4792185,0.47664258,0.47633009,0.47648705,0.48114939,0.47991943,0.48090041,0.47962247,0.4804679,0.48019769,0.47970248,0.48050016,0.4802786,0.47667859,0.47666884,0.47664533,0.47614544,0.47614495,0.47678916,0.47861799,0.4771678,0.47835293,0.4756437,0.47546777,0.47518802,0.48108969,0.48159994,0.47928319,0.49025364,0.48946041,0.48986144,0.48930203,0.48795194,0.48822882,0.47960302,0.4797788,0.47847124,0.48405618,0.48366871,0.48252695,0.4778173,0.47930831,0.47986057,0.47616953,0.47640696,0.47669651,0.47721055,0.47636116,0.4772897,0.47742161,0.47668233,0.47702728,0.47794898,0.47716133,0.47789315,0.47524776,0.47548067,0.47521943,0.4763048,0.47772176,0.47743388,0.47071861,0.46728085,0.47035627,0.47829955,0.47968985,0.47968991,0.47756544,0.47789099,0.47767477,0.47914294,0.47837151,0.47906221,0.47556592,0.47650956,0.47400249,0.47770916,0.47944785,0.47847147,0.48724188,0.48103841,0.47832513,0.47620632,0.47703636,0.47903689,0.47597018,0.47354384,0.4751544,0.47623198,0.4768094,0.47478334,0.48774388,0.48699363,0.48787123,0.47687222,0.47799368,0.47752668,0.4799356,0.482128,0.47917716
1127.067,0.47588296,0.47469483,0.47610051,0.4768174,0.47788391,0.4786393,0.47563673,0.47453411,0.47339662,0.4749423,0.4752154,0.47570873,0.47253055,0.47192823,0.47232007,0.47723193,0.4761226,0.47698154,0.47571813,0.47635651,0.47625186,0.47560103,0.47608032,0.47603789,0.4728608,0.47282159,0.47278689,0.47227236,0.47227726,0.47282302,0.47472085,0.4733925,0.47443795,0.47190447,0.47169599,0.47139985,0.47732632,0.47771918,0.47560705,0.48643091,0.48577661,0.48595274,0.48312757,0.4819281,0.48222811,0.47594327,0.47611342,0.47474374,0.48002012,0.47977457,0.47876034,0.47427479,0.47578881,0.47652009,0.47275592,0.47299096,0.47326065,0.47357732,0.4725507,0.47356054,0.47366832,0.47296195,0.47343963,0.4743994,0.47360892,0.47429066,0.47151443,0.47157468,0.47160955,0.47255454,0.47396398,0.4735687,0.46745786,0.46400124,0.46711289,0.4750054,0.47624199,0.4763376,0.47357034,0.47393191,0.47369736,0.47518254,0.47465022,0.47517058,0.47116611,0.47208845,0.46957451,0.47368974,0.47559624,0.4743676,0.48304485,0.47649175,0.47391936,0.47222038,0.47296747,0.47480578,0.47222156,0.4698475,0.47137589,0.47184212,0.47213647,0.47026184,0.48330262,0.4825812,0.48353093,0.4724555,0.47378074,0.47332811,0.47572228,0.47786198,0.47517769
1130.927,0.47187262,0.47072104,0.47188079,0.47272335,0.47373493,0.47433671,0.47154441,0.47039208,0.46955324,0.47113654,0.47121326,0.47183061,0.46789449,0.46731018,0.46794923,0.47293299,0.47172596,0.47273302,0.47142273,0.47195578,0.47202358,0.4709506,0.47150942,0.47132331,0.46866572,0.46860498,0.46875168,0.46809074,0.46801727,0.46869117,0.4704576,0.46921741,0.47018589,0.46754197,0.46737942,0.46713053,0.47296161,0.47330408,0.47150311,0.48231121,0.48166272,0.48174467,0.47685466,0.4759346,0.47621482,0.47194747,0.47213204,0.47064757,0.47559065,0.47535793,0.47435995,0.46989089,0.47133112,0.47199323,0.46891624,0.46925824,0.46950415,0.46952502,0.46846163,0.46950651,0.46966406,0.46886059,0.4693398,0.46999133,0.46930229,0.4699955,0.46732608,0.46736724,0.46742418,0.4684526,0.46978414,0.46939505,0.46376386,0.46016217,0.46322304,0.47136446,0.47252797,0.47250238,0.4692337,0.46953067,0.46932795,0.47059771,0.46999342,0.47053556,0.4665244,0.46730571,0.46476502,0.46929212,0.47123317,0.46994687,0.47829735,0.47176787,0.46921587,0.46765358,0.46831066,0.47023758,0.46772778,0.46546556,0.46689045,0.46692804,0.46741366,0.46555527,0.47880361,0.47834171,0.47912906,0.46805525,0.46926195,0.46884192,0.47099165,0.47337315,0.4706342
